Hospital ID,Hospital Name,Location,XOffset,YOffset,Category,Number of Beds,Number of Waitlist,Max Competence Charge,Number of Staffs,Staff Scores 1,Staff Scores 2,Staff Scores 3,Staff Scores 4,Staff Scores 5,Staff Scores 6,Staff Scores 7,Staff Scores 8,Staff Scores 9,Staff Scores 10,Staff Scores 11,Staff Scores 12,Staff Scores 13,Staff Scores 14,Staff Scores 15,Staff Scores 16,Staff Scores 17,Staff Scores 18,Staff Scores 19,Staff Scores 20,Number of Tests,Extra Medical Cost 1,Extra Medical Cost 2,Extra Medical Cost 3,Extra Medical Cost 4,Extra Medical Cost 5,Extra Medical Cost 6,Extra Medical Cost 7,Extra Medical Cost 8,Extra Medical Cost 9,Extra Medical Cost 10,Extra Medical Cost 11,Extra Medical Cost 12,Extra Medical Cost 13,Extra Medical Cost 14,Mortality Measure 1,Mortality Measure 2,Mortality Measure 3,Mortality Measure 4,Mortality Measure 5,Mortality Measure 6,Safety of Care Measure 1,Safety of Care Measure 2,Safety of Care Measure 3,Safety of Care Measure 4,Safety of Care Measure 5,Readmission Measure 1,Readmission Measure 2,Readmission Measure 3,Readmission Measure 4,Readmission Measure 5,Readmission Measure 6,Patient Experience Measure 1,Patient Experience Measure 2,Patient Experience Measure 3,Patient Experience Measure 4,Patient Experience Measure 5,Patient Experience Measure 6,Timely and Effective Care Measure 1,Timely and Effective Care Measure 2,Timely and Effective Care Measure 3,Timely and Effective Care Measure 4,Timely and Effective Care Measure 5,Timely and Effective Care Measure 6,Timely and Effective Care Measure 7
146,MATERNITY AND CHILD CARE CENTRE,Agra,-6.149,6.4782,1,150,16,46000,15,67,22,78,19,2,5,59,9,90,33,56,24,39,46,49,4,35,22,26,37,15,2160,1000,2280,5550,4900,6740,500,670,1570,780,7000,1810,6990,5000,70,1000000000.0,61,27,1000000000.0,1000000000.0,0.0951,0.0841,0.0783,0.0618,0.0633,27.1536,23.2794,1000000000.0,34.0388,1000000000.0,15.8413,2,3,8,10,1,4,48.77,1000000000.0,1000000000.0,42.18,1000000000.0,17.97,1000000000.0
147,SARTHAK NURSING HOME,Agra,5.2801,2.4261,1,100,11,49000,15,88,30,38,57,59,67,33,44,37,68,47,39,33,7,45,48,52,37,26,86,15,3050,4080,1200,5540,5220,3370,6880,1760,1960,1810,3510,360,1660,1090,110,122,65,123,1000000000.0,55,0.058,0.0803,0.0866,0.0702,0.0728,47.6722,10.1375,1000000000.0,43.0193,48.291,2.5505,7,7,1000000000.0,1000000000.0,4,1000000000.0,13.31,54.46,26.26,33.06,1000000000.0,9.11,1000000000.0
148,SWASTIK NURSING HOME,Agra,4.0446,-8.0769,1,250,15,24000,15,54,34,74,38,22,7,34,46,71,59,84,35,83,39,86,22,13,60,26,82,15,6960,5600,3700,5240,3030,5040,6560,2530,560,2450,4150,5120,4110,3800,92,28,51,142,92,150,0.0721,0.0516,0.0674,0.079,0.0598,37.373,30.9162,24.2083,1000000000.0,27.1797,28.8769,0,8,1000000000.0,4,3,1000000000.0,17.18,21.7,1000000000.0,57.11,23.51,41.06,35.74
149,MITTAL METERNITY CENTRE,Agra,3.2943,2.1671,1,150,16,36000,15,30,26,29,3,37,75,93,27,45,18,62,82,95,51,82,5,97,79,49,13,15,5990,7010,5130,4970,6930,7070,1230,4430,6180,4350,4700,1810,2390,4160,65,1000000000.0,1000000000.0,92,116,130,0.0669,0.0568,0.0765,0.0587,0.0514,22.217,25.7852,6.9397,1000000000.0,42.0959,37.8261,1,1,1000000000.0,1,1000000000.0,0,5.45,6.34,17.9,53.14,28.09,19.46,50.44
150,USHA DEVI MISSION HOSPITAL,Agra,6.603,-0.5342,1,100,14,42000,15,99,21,6,30,98,4,70,92,73,81,66,1,36,87,37,40,23,63,40,41,15,5930,160,5820,5770,4680,1220,6330,3250,6520,5240,3670,5450,3960,4720,1000000000.0,1000000000.0,122,100,124,70,0.0728,0.066,0.0573,0.0531,0.0913,49.8763,32.9767,46.5687,20.0929,22.6336,1000000000.0,6,5,10,1,0,4,1000000000.0,3.96,37.92,19.16,44.99,52.79,1000000000.0
151,RASHMI MEDICARE CENTRE,Agra,4.0789,-8.6644,1,300,10,35000,15,38,9,90,83,1,56,24,47,48,11,63,90,89,64,50,83,75,37,47,4,15,1560,3740,2920,3910,6590,6550,1940,740,1110,6950,4520,1780,6970,5810,1000000000.0,78,69,123,133,103,0.067,0.0687,0.088,0.0574,0.078,1000000000.0,49.1116,8.1948,22.2218,24.4455,2.4638,2,1,8,9,8,0,1000000000.0,16.0,33.59,1000000000.0,4.84,23.05,33.65
152,SARTHAK NURSING HOME,Agra,8.7599,-4.5201,1,300,19,31000,15,6,68,27,89,13,66,22,96,84,85,56,51,100,42,10,36,48,9,59,66,15,2160,4670,4900,1750,130,2750,3700,1320,3040,130,5750,950,4540,3310,117,150,1000000000.0,47,125,68,0.0907,0.065,0.0885,0.079,0.0837,41.18,1000000000.0,41.0372,21.0952,31.8768,0.2909,0,4,0,10,6,9,66.9,26.76,40.67,24.59,19.12,8.14,18.67
153,JAI DEVI HOSPITAL,Agra,0.6348,5.7199,1,300,10,58000,15,66,99,42,97,38,60,43,93,5,4,83,6,82,52,75,46,59,91,89,58,15,5180,6340,1000,4760,5890,5150,4650,3700,4410,910,1510,3820,4190,3520,99,59,1000000000.0,1000000000.0,94,134,0.0566,0.0765,0.0663,0.0971,0.0996,48.1375,15.2708,5.8725,19.1373,20.4941,7.4414,9,4,1000000000.0,5,2,10,69.61,3.04,64.43,37.64,17.59,35.14,1.35
154,RAM RAGHU HOSPITAL,Agra,8.799,4.3655,1,250,18,42000,15,66,78,96,65,94,95,18,96,58,100,79,83,27,89,84,13,53,96,90,54,15,6530,5240,7060,5670,2590,3600,2270,910,3140,5620,5940,5920,1180,4130,124,1000000000.0,100,1000000000.0,52,50,0.0846,0.0654,0.0913,0.0722,0.0612,1000000000.0,12.7408,31.7212,30.8808,29.1581,12.0646,5,2,0,2,1,10,4.32,17.17,69.8,42.21,24.58,1000000000.0,51.71
155,SIKANDRA HOSPITAL,Agra,-3.6241,-3.0012,1,150,18,22000,15,60,72,97,36,91,56,33,59,13,59,86,19,63,28,59,33,60,92,21,17,15,5800,2670,4270,360,5660,5570,4220,1830,4930,4010,5220,780,6970,6900,48,94,47,1000000000.0,91,48,0.0548,0.0551,0.0632,0.0661,0.0719,29.4814,47.6263,30.0743,32.4816,32.4973,24.884,9,1000000000.0,1,5,1000000000.0,1,7.71,1000000000.0,1000000000.0,35.43,67.09,1000000000.0,58.47
156,VARSHA HOSPITAL,Agra,-7.6656,-5.7362,1,300,16,50000,15,84,87,36,39,89,35,54,63,18,26,96,98,31,99,1,20,18,39,63,96,15,3880,5820,6010,4820,6690,3120,4810,3490,3070,6880,4040,4760,5360,3760,128,129,111,109,31,58,0.0859,0.0547,0.0791,0.0861,0.0681,1000000000.0,1000000000.0,24.7145,15.2048,30.9024,1.6902,8,9,1000000000.0,2,2,3,35.52,0.24,1000000000.0,66.14,1000000000.0,15.09,33.58
157,BALAJI HOSPITAL AND MATERNITY CENTRE,Agra,5.6683,8.0462,1,300,20,22000,15,95,52,16,99,15,82,11,50,36,73,57,95,82,10,68,94,45,39,25,45,15,1460,6510,6220,1850,4720,3350,3930,1300,4870,5430,4500,3650,2180,4010,116,115,57,51,1000000000.0,1000000000.0,0.0701,0.0831,0.0732,0.067,0.0649,1000000000.0,23.0621,1000000000.0,31.7483,1000000000.0,35.2196,1000000000.0,9,9,6,2,2,28.96,1000000000.0,64.08,62.18,1000000000.0,22.5,7.72
158,MAHILA CLINIC AND MATERNITY HOME,Agra,0.6884,-0.247,1,250,11,4000,15,47,21,95,81,94,5,71,100,32,50,53,56,39,100,8,42,100,57,64,74,15,5740,6100,1340,2500,4760,5610,2820,5570,650,1350,7060,4560,5960,860,94,1000000000.0,122,141,148,1000000000.0,0.0703,0.0682,0.0888,0.0613,0.099,0.5346,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,3,5,10,6,64.35,28.52,56.31,36.55,0.27,20.29,1000000000.0
159,ISHWAR NURSING AND MATERNITY HOME,Agra,-9.9497,-3.6051,1,300,16,64000,15,10,57,54,68,50,11,45,28,67,50,55,34,59,48,88,36,99,89,13,91,15,1470,3760,260,4780,6960,3520,2850,2200,3620,2420,2500,3090,4760,6610,55,27,71,126,95,1000000000.0,0.08,0.0682,0.0806,0.0776,0.0698,1000000000.0,43.7529,45.5785,6.5118,1000000000.0,1000000000.0,1000000000.0,7,10,6,3,10,1000000000.0,1000000000.0,59.21,1000000000.0,27.36,1000000000.0,1000000000.0
160,TYAGI HOSPITAL,Agra,3.5393,0.0282,1,300,18,41000,15,59,65,65,44,58,60,1,58,74,58,33,60,18,52,26,3,14,32,43,2,15,2670,520,3470,6210,4960,5100,5950,3140,110,2760,4500,5690,3050,260,145,109,110,34,30,1000000000.0,0.0966,0.0804,0.0635,0.0613,0.0921,13.7021,8.0402,5.9272,1000000000.0,46.1936,1000000000.0,1000000000.0,2,10,1000000000.0,1000000000.0,8,1000000000.0,51.54,18.13,6.83,67.75,28.35,14.68
161,SINGHAL HOSPITAL,Agra,9.0471,7.1865,1,150,10,22000,15,59,65,82,68,96,90,71,31,87,35,28,56,81,98,52,84,3,55,62,85,15,2710,110,240,4330,3550,2480,6770,4050,700,1970,4530,3250,2470,1390,1000000000.0,1000000000.0,1000000000.0,21,1000000000.0,1000000000.0,0.0558,0.0631,0.0866,0.0832,0.0563,9.7978,1000000000.0,1000000000.0,1000000000.0,17.4054,7.1569,1000000000.0,1,3,5,1,8,7.3,13.27,42.56,49.18,8.23,1000000000.0,44.9
162,KAMAYANI HOSPITAL,Agra,5.7521,-2.6007,1,150,13,72000,15,4,7,70,48,21,16,36,76,96,38,36,94,82,96,85,46,91,97,49,68,15,2820,4340,5820,4690,5840,6640,5270,1880,3530,6210,6380,5740,3760,670,38,28,141,136,1000000000.0,44,0.0859,0.0675,0.0583,0.0909,0.0701,10.3094,34.4819,42.6408,6.9505,22.5829,7.5657,0,2,1000000000.0,0,0,3,1000000000.0,12.0,67.5,59.41,1000000000.0,20.95,16.3
163,DR ARTI MANOJ HOSPITAL,Agra,6.606,0.5007,1,300,19,39000,15,56,48,23,99,88,31,58,28,83,8,99,70,63,13,78,95,49,94,60,65,15,3630,4940,820,1830,3360,6300,1330,2990,6580,3850,1020,140,2830,760,52,67,118,142,58,120,0.0552,0.0985,0.0985,0.0854,0.0855,22.5758,1000000000.0,32.13,31.1242,1000000000.0,24.045,1000000000.0,1000000000.0,1,1,1000000000.0,6,37.08,31.2,57.41,57.29,1000000000.0,49.89,59.03
164,JAGADISH HEALTH CARE CENTRE,Agra,-8.2758,3.8465,1,150,10,49000,15,83,46,100,84,22,48,66,49,43,41,88,93,1,4,13,6,84,76,63,11,15,1310,2010,6610,2030,5870,4370,1350,1270,5210,5100,6150,4250,3610,2170,125,53,1000000000.0,51,1000000000.0,1000000000.0,0.0927,0.0894,0.0984,0.0996,0.0589,1000000000.0,0.104,1000000000.0,1000000000.0,26.3262,22.0744,3,8,1000000000.0,1000000000.0,9,7,39.3,25.55,1000000000.0,23.52,49.16,33.56,21.68
165,SHIROMANI HOSPITAL,Agra,-2.616,-9.3735,1,100,20,50000,15,90,63,75,45,87,9,48,7,24,22,51,67,67,1,6,91,19,8,31,32,15,1620,6270,460,430,3670,270,2240,6650,7030,1100,1910,5050,430,2950,88,28,113,73,1000000000.0,1000000000.0,0.0571,0.0575,0.0915,0.05,0.0801,20.231,43.0296,0.5502,7.413,16.8526,31.5386,2,9,1000000000.0,1,8,3,38.57,19.97,66.9,17.02,1000000000.0,2.22,16.92
166,SITARAM HEAT CARE AND MATERNITY RESEARCH CENTRE,Agra,-5.886,5.8211,1,250,19,35000,15,24,62,28,71,18,85,62,81,50,44,58,20,74,14,26,12,51,86,42,96,15,3830,5280,5770,5780,4500,6880,4890,6650,3010,2070,2480,4510,4270,6810,1000000000.0,1000000000.0,115,92,44,1000000000.0,0.0721,0.0947,0.0671,0.0574,0.0588,44.7269,1000000000.0,47.5015,1000000000.0,7.1036,20.1964,1000000000.0,7,8,0,1000000000.0,7,65.29,38.58,1000000000.0,68.4,34.49,62.86,1000000000.0
167,JAVITRI DEVI MEMORIAL HOSPITAL,Agra,9.2524,2.8925,1,300,12,50000,15,61,85,62,66,6,54,63,66,52,58,18,63,96,25,67,44,43,42,95,1,15,4930,4900,6800,970,4940,6920,5440,1130,5800,3160,2010,2770,6120,3800,1000000000.0,29,1000000000.0,1000000000.0,101,131,0.0884,0.0512,0.0575,0.0606,0.0563,35.0549,38.9295,18.517,8.659,1000000000.0,24.2652,1000000000.0,9,7,5,5,6,53.61,59.57,1000000000.0,53.12,37.53,22.73,1000000000.0
168,MISHRA HOSPITAL,Agra,-1.2531,3.0057,1,250,14,58000,15,63,54,96,48,82,2,44,29,82,29,10,94,44,37,20,41,47,94,74,16,15,2470,6890,1560,1470,5150,1640,5520,170,5540,1560,1090,660,530,5590,81,44,1000000000.0,1000000000.0,125,1000000000.0,0.0763,0.0591,0.0681,0.057,0.0529,6.123,17.1618,24.6286,1000000000.0,38.5215,30.1566,2,1,9,10,9,1000000000.0,1000000000.0,45.01,19.52,4.65,1000000000.0,40.35,33.81
169,PURSHOTTAMDAS SAVTRIDEVI CANCERCARE,Agra,1.0448,8.1092,1,250,13,59000,15,73,6,33,95,79,15,98,55,2,11,71,25,81,62,41,15,47,27,93,69,15,6340,6660,3090,4060,1060,6950,4570,480,160,4000,6470,6070,5250,2720,131,101,1000000000.0,133,1000000000.0,82,0.0693,0.094,0.0915,0.0832,0.079,31.0568,1000000000.0,45.9876,1000000000.0,28.3285,2.3576,5,6,4,8,1000000000.0,3,1000000000.0,1.29,44.67,69.44,1000000000.0,1000000000.0,9.09
170,PUSHPANAJLI HOSPITAL AND REASERCH CENTER,Agra,4.3745,3.1933,1,100,19,35000,15,62,38,48,55,22,5,15,98,11,98,13,16,62,12,53,71,60,52,83,70,15,2810,4190,5120,1240,630,2160,5550,5600,3680,530,2530,5160,5530,2280,26,27,1000000000.0,104,62,81,0.077,0.0853,0.0803,0.0793,0.0513,15.0822,22.4592,19.9553,6.5327,1000000000.0,19.4225,0,3,1000000000.0,9,1000000000.0,3,42.18,8.74,15.49,5.43,12.02,62.26,62.17
171,SHAKYA NURSING HOME,Agra,6.1515,-0.3276,1,100,14,58000,15,96,2,59,87,42,10,14,4,22,92,18,60,36,53,50,16,38,57,90,98,15,5280,3730,5060,3750,1690,1150,6320,1080,4560,5110,2050,1640,3260,6090,102,1000000000.0,79,142,135,106,0.0662,0.0675,0.0995,0.0883,0.0565,1000000000.0,10.483,1000000000.0,11.0491,43.5951,30.4947,1000000000.0,6,5,10,8,1000000000.0,1000000000.0,46.07,64.51,57.86,1000000000.0,11.66,48.76
172,LEELAWATI HOSPITAL,Agra,5.5814,9.8241,1,250,12,50000,15,57,35,7,1,46,15,71,87,1,34,99,34,8,93,31,68,29,93,29,91,15,6480,2550,3620,630,6230,1710,6520,2640,3590,830,1980,1270,200,5130,68,1000000000.0,120,1000000000.0,137,96,0.0969,0.0757,0.0597,0.0896,0.0559,42.3789,46.2324,29.1138,38.8045,0.0141,1000000000.0,4,6,7,3,6,7,24.14,46.21,1000000000.0,51.22,52.73,1000000000.0,14.75
173,OJAS HOSPITAL,Agra,3.3297,6.0708,1,200,17,11000,15,64,25,16,59,49,52,82,72,41,73,64,62,18,94,87,27,3,5,26,76,15,740,5630,6720,3450,3150,4090,900,140,4210,6140,3540,2940,1420,5610,24,114,140,101,142,1000000000.0,0.0978,0.0746,0.0863,0.0941,0.0725,18.6649,21.623,40.2432,1000000000.0,1000000000.0,1000000000.0,3,1000000000.0,4,7,1000000000.0,1,42.24,45.86,1000000000.0,69.64,32.01,55.92,41.35
174,DB HOSPITAL,Agra,-1.1466,0.5109,1,100,19,38000,15,35,67,83,68,96,30,70,37,60,75,38,42,21,10,50,23,4,8,55,92,15,710,4150,4220,2070,4400,1050,6780,3440,5590,7050,3890,6220,1190,3460,1000000000.0,107,99,96,30,110,0.0563,0.0787,0.0699,0.0565,0.0726,44.8337,6.7033,30.1569,1000000000.0,11.9728,16.4548,8,6,1000000000.0,5,1,7,1000000000.0,49.45,34.78,63.08,33.87,60.53,25.99
175,S M HOSPITAL,Agra,-7.663,9.423,1,150,15,43000,15,90,21,50,54,5,56,6,35,48,35,89,71,97,21,82,7,64,88,24,13,15,3590,6970,1600,5770,6050,6830,5910,6570,4960,3700,2790,620,4740,2560,23,50,103,132,39,144,0.0898,0.0872,0.0847,0.0973,0.0542,14.3855,1000000000.0,32.2795,44.1168,1000000000.0,28.1387,5,1000000000.0,6,10,10,1000000000.0,62.05,46.21,57.16,27.62,33.49,64.0,13.55
176,SHANTI HOSPITAL,Agra,6.7288,7.0808,1,250,20,54000,15,33,84,76,72,61,83,23,61,55,61,60,89,62,36,17,45,65,51,49,43,15,600,4320,810,1360,6930,6240,6220,1040,5190,310,5070,4050,5650,4510,131,48,94,1000000000.0,84,138,0.0705,0.0774,0.0751,0.069,0.0636,22.1746,14.2149,1000000000.0,11.2135,15.7734,37.702,1,5,10,1000000000.0,5,1000000000.0,1000000000.0,53.73,2.56,6.27,1000000000.0,59.95,40.17
177,SHARMA HOSPITAL AND RESEARCH CENTER,Agra,-6.1959,-8.9001,1,100,16,35000,15,36,52,93,72,91,39,27,37,20,74,97,45,92,30,55,91,51,3,30,19,15,6100,1610,7040,3090,3470,6620,1130,5490,6470,4800,6650,5630,3710,4180,1000000000.0,93,1000000000.0,114,20,26,0.0834,0.0994,0.078,0.0712,0.0722,29.4695,29.8193,1000000000.0,20.0125,47.8418,14.3684,2,5,5,1,8,1000000000.0,62.97,60.69,52.48,1000000000.0,12.55,25.64,1000000000.0
178,ASHOK SHRUTI MEMORIAL HOSPITAL,Agra,7.0587,3.9997,1,100,10,9000,15,47,38,87,25,45,97,85,73,84,87,90,16,4,79,59,91,69,88,59,38,15,5270,3680,1300,1920,6010,6320,2150,400,6780,3220,1500,6670,5780,5450,135,133,56,49,95,1000000000.0,0.0717,0.0797,0.0673,0.0537,0.0907,28.9437,22.0446,32.7963,1000000000.0,44.7751,32.9452,1,6,2,2,3,3,1000000000.0,48.03,1000000000.0,47.64,2.77,38.24,1000000000.0
179,JD HOSPITAL,Agra,0.3359,-8.3052,1,100,16,23000,15,47,26,10,37,53,9,41,21,11,96,98,71,23,95,86,32,21,74,24,94,15,260,3050,3960,4880,430,1240,2550,3770,2350,4240,3670,2410,3450,160,119,39,1000000000.0,62,147,139,0.0711,0.0532,0.0792,0.0663,0.0758,21.8664,28.0828,43.0951,1000000000.0,10.7237,0.0402,1000000000.0,9,2,3,1000000000.0,0,1000000000.0,34.14,1000000000.0,40.2,22.1,7.41,69.7
180,SIDDHARTH HOSPITAL,Agra,-8.9313,3.1249,1,300,15,25000,15,95,73,95,19,60,74,61,69,8,20,30,1,25,39,43,5,11,76,16,43,15,6350,3770,6540,2590,1080,3260,3570,2670,4890,3230,5720,6870,7050,5070,1000000000.0,133,1000000000.0,63,1000000000.0,87,0.0683,0.0813,0.0831,0.0592,0.0625,35.9334,1000000000.0,49.7156,29.6532,1000000000.0,13.5461,1000000000.0,8,2,8,4,1000000000.0,35.42,20.39,58.31,1000000000.0,1000000000.0,23.52,42.26
181,SINGH CLINIC AND MATERNITY HOME,Agra,-1.8534,0.6475,1,100,15,64000,15,6,31,73,95,20,70,96,60,6,99,95,83,89,65,40,7,83,70,61,49,15,2970,6320,3980,5080,470,6870,760,5870,2460,1390,1380,7030,2640,1750,1000000000.0,148,1000000000.0,75,1000000000.0,60,0.0736,0.0782,0.0636,0.051,0.0633,23.7778,30.0094,24.0335,1000000000.0,43.3306,37.1626,2,2,2,4,9,3,63.75,13.32,5.08,67.44,1000000000.0,58.53,58.05
182,BAIJANTI HOSPITAL,Agra,-6.5206,9.5139,1,150,18,49000,15,50,51,36,96,32,39,34,75,41,34,85,17,58,27,10,54,66,14,97,94,15,2220,6650,4900,620,6260,5890,310,5970,6180,3030,1680,1580,6970,1620,1000000000.0,1000000000.0,1000000000.0,25,1000000000.0,30,0.0798,0.0878,0.097,0.0922,0.06,0.2635,16.579,37.6627,25.4655,47.5059,1000000000.0,10,4,6,1000000000.0,1,1000000000.0,44.72,47.12,1000000000.0,58.19,54.17,27.85,1000000000.0
183,GANDHI NAGAR HOSPITAL,Agra,-9.0446,0.4403,1,150,13,24000,15,99,56,82,85,20,6,82,95,4,99,36,13,11,78,21,63,66,53,20,56,15,890,5090,4810,2550,3250,1320,3570,6190,1950,6970,4120,2260,1490,2740,56,85,1000000000.0,39,138,1000000000.0,0.079,0.0638,0.0853,0.0704,0.0753,42.9313,25.0758,1000000000.0,27.7879,16.7826,1000000000.0,3,6,4,1000000000.0,1000000000.0,3,1000000000.0,60.72,21.5,7.62,49.44,0.35,1000000000.0
184,CHANDRA ORTHOPEDIC AND MATERNITY CENTRE,Agra,1.4715,6.0907,1,300,11,63000,15,43,50,43,55,95,89,86,7,10,42,94,56,63,87,55,19,80,34,17,84,15,4830,1480,5120,1170,5110,6330,3880,3300,2700,5750,1990,4380,4190,4320,138,125,131,150,1000000000.0,28,0.0745,0.0717,0.0545,0.0816,0.0691,28.6609,1000000000.0,39.067,41.6304,0.239,15.1558,1000000000.0,2,1000000000.0,3,1000000000.0,1000000000.0,46.28,42.17,37.7,21.66,7.36,40.27,21.16
185,LIFE LINE CARE,Agra,4.0144,-3.6761,1,100,18,52000,15,62,3,25,42,60,96,89,77,89,36,6,59,10,16,14,87,38,63,100,89,15,4280,5080,6700,5950,4580,6990,6950,4890,4340,3340,4440,210,480,3130,91,84,85,62,36,112,0.0942,0.0747,0.0982,0.092,0.0716,14.8335,19.2528,1000000000.0,34.2692,32.8757,26.4624,6,1000000000.0,3,5,0,5,1000000000.0,27.17,1000000000.0,47.02,42.64,13.17,4.09
186,CARE WELL HOSPITAL,Agra,6.2007,-7.4184,1,200,12,11000,15,60,93,72,25,23,37,72,100,91,17,1,15,81,98,71,57,45,13,100,22,15,2250,4550,3460,2080,1180,5100,4800,5980,5990,2230,5000,4580,6490,4080,1000000000.0,1000000000.0,1000000000.0,142,72,1000000000.0,0.0751,0.0882,0.0552,0.0533,0.0851,38.6583,6.7995,23.4741,45.5351,1000000000.0,24.2573,10,10,10,1000000000.0,10,0,21.1,65.05,21.55,13.57,49.26,58.77,43.12
187,PANDEY HOSPITAL,Agra,7.0949,9.3548,1,100,13,46000,15,31,97,32,9,60,20,78,80,90,85,63,3,100,86,34,80,49,71,43,34,15,6130,290,5080,2950,2950,4660,420,4700,4880,4530,3540,750,4330,5320,34,78,134,106,95,1000000000.0,0.0634,0.0614,0.0645,0.0902,0.0661,42.6111,1000000000.0,13.0978,8.3012,1000000000.0,1000000000.0,6,1000000000.0,7,1000000000.0,4,1,64.25,36.34,11.37,1000000000.0,48.64,1000000000.0,1000000000.0
188,CHAWLA NURSING HOME,Agra,7.7088,-9.2701,1,250,19,36000,15,6,89,41,69,38,32,53,53,78,99,25,62,41,24,41,5,90,39,46,47,15,260,2110,6820,2730,6660,640,910,1620,3740,1160,2550,130,280,2040,77,127,1000000000.0,132,95,137,0.0681,0.0606,0.083,0.0905,0.087,15.1415,47.0818,1000000000.0,9.2445,18.9167,43.8315,8,2,10,5,5,1,1000000000.0,69.01,1000000000.0,3.56,24.55,1000000000.0,56.58
189,JAHNAVI CLINIC,Agra,-5.3887,4.95,1,300,12,34000,15,38,90,76,35,34,31,55,35,61,60,91,57,87,60,28,7,38,47,98,16,15,780,7060,6230,1200,6710,6730,200,4840,3900,770,3540,440,2110,5880,1000000000.0,114,141,118,28,123,0.0622,0.0937,0.0571,0.0671,0.0514,36.4186,28.3944,37.425,1000000000.0,6.293,7.9513,5,7,5,0,1000000000.0,7,34.62,40.09,1000000000.0,60.15,61.67,53.88,1000000000.0
190,SHANTI VED HOSPITAL,Agra,3.6488,9.4658,1,150,20,54000,15,83,33,93,46,22,44,40,4,88,88,95,13,17,4,53,39,4,1,24,7,15,1880,5460,5330,1430,3230,4650,4630,2750,340,6680,3310,3350,6110,6700,137,124,135,115,137,57,0.0552,0.0585,0.0887,0.0936,0.0653,45.1855,21.4904,9.788,5.7349,38.6815,9.1881,9,3,6,0,9,1000000000.0,1000000000.0,1000000000.0,15.05,1000000000.0,35.17,1000000000.0,64.16
191,KUMUD HOSPITAL,Agra,6.2971,-5.2437,1,300,18,36000,15,28,1,15,99,19,2,92,25,50,39,81,31,10,50,34,73,93,17,15,12,15,4260,1600,3180,1870,850,2450,1420,3440,1240,6480,5060,6750,2210,3970,133,118,34,1000000000.0,1000000000.0,42,0.0554,0.0702,0.0607,0.06,0.0752,10.3733,49.5364,1000000000.0,1000000000.0,19.9271,5.9489,2,1000000000.0,5,7,10,2,20.33,1000000000.0,62.01,12.87,63.49,9.55,1000000000.0
192,NATHANI HOSPITAL,Agra,-3.1786,-9.8186,1,100,10,41000,15,99,20,96,80,44,89,11,47,48,43,72,76,48,50,78,15,79,6,47,71,15,5270,2020,3180,3180,5640,2190,6080,3770,2880,2330,1080,2120,1890,4840,29,1000000000.0,1000000000.0,143,69,120,0.088,0.0608,0.0991,0.0825,0.0847,29.228,13.6905,28.6916,23.1776,21.8071,13.305,1,7,9,0,2,8,64.69,52.08,27.67,24.56,11.26,1000000000.0,5.12
193,SARITA MEDICARE CENTRE,Agra,7.362,3.6224,1,100,12,54000,15,79,17,2,25,99,63,63,94,39,91,7,72,87,81,23,21,8,17,74,42,15,4210,1430,2700,4790,3480,5770,5580,3990,1480,3640,6060,6390,2640,5240,79,35,76,81,1000000000.0,1000000000.0,0.0646,0.083,0.0967,0.0905,0.0515,5.9291,36.2359,43.2585,47.6285,18.331,6.9662,1000000000.0,7,2,6,10,7,44.88,1000000000.0,11.06,1.2,67.91,1000000000.0,1000000000.0
194,BAGWAN HOSPITAL,Agra,-1.8123,-4.9458,1,150,10,27000,15,84,94,35,28,65,71,85,97,65,42,53,55,53,39,70,93,14,3,50,74,15,1660,5420,6080,6520,6250,6240,1810,2770,710,4550,2050,3000,2380,3970,90,1000000000.0,83,149,53,1000000000.0,0.0924,0.0842,0.051,0.0502,0.071,1000000000.0,23.1898,12.0961,12.5156,23.3769,21.6127,1,1000000000.0,4,2,1,1000000000.0,36.37,1000000000.0,55.19,1000000000.0,38.0,68.02,2.59
195,MERIGOLD NURSING HOME,Agra,1.8907,-9.7595,1,200,19,10000,15,79,69,85,60,40,44,7,46,5,80,43,31,1,62,65,91,64,41,95,90,15,2670,4320,3360,1790,1740,4120,5920,3300,190,4420,5950,2620,3680,2380,1000000000.0,71,130,40,87,84,0.0819,0.0858,0.0741,0.0934,0.0644,31.7836,1.9604,34.0377,24.9767,31.2127,23.3301,9,0,10,2,10,1000000000.0,64.52,23.99,42.21,1000000000.0,30.13,1000000000.0,27.02
196,SUVIDHA SURGICARE,Agra,7.8979,-5.8932,1,200,16,76000,15,86,83,95,47,68,65,33,42,28,57,82,95,59,13,9,75,63,16,15,70,15,5350,850,6810,2580,640,3520,1010,1250,2210,5700,1170,1930,500,2610,129,50,29,34,148,1000000000.0,0.0607,0.0971,0.0538,0.0568,0.0784,26.4166,8.7484,6.2447,39.6102,1000000000.0,1000000000.0,4,7,1000000000.0,5,10,7,43.91,67.28,38.34,1000000000.0,14.6,1000000000.0,47.0
